date,avg(fee)
2014-10-21,15940.249635644388
2014-10-22,15842.38595021691
2014-10-23,15866.538617029191
2014-10-24,15852.470682617513
2014-10-25,15320.004150865338
2014-10-26,15857.78273649699
2014-10-27,16106.662467104088
2014-10-28,15195.72392589225
2014-10-29,15239.934224433366
2014-10-30,14965.634859968473
2014-10-31,15030.349439342846
2014-11-01,18073.09808739636
2014-11-02,16387.501166256316
2014-11-03,18356.97768702062
2014-11-04,15432.541127863315
2014-11-05,14976.697809076682
2014-11-06,15291.96813226436
2014-11-07,15983.278166204129
2014-11-08,14830.901673611397
2014-11-09,20835.281809117598
2014-11-10,15083.859383778681
2014-11-11,15620.735861617884
2014-11-12,15821.491750279873
2014-11-13,15481.37431958519
2014-11-14,15236.993998169326
2014-11-15,15293.865391442068
2014-11-16,15281.10139588733
2014-11-17,17090.871301808635
2014-11-18,14929.322551528723
2014-11-19,15433.680817628501
2014-11-20,14854.399371280262
2014-11-21,15494.30321615011
2014-11-22,14727.507902308464
2014-11-23,15415.511302615065
2014-11-24,15246.791870127146
2014-11-25,14148.418371374835
2014-11-26,14287.053588842806
2014-11-27,14161.517429914267
2014-11-28,13590.3057780054
2014-11-29,14012.227161243016
2014-11-30,15048.81308741016
2014-12-01,14251.417596263176
2014-12-02,14279.541536326054
2014-12-03,13751.382453597455
2014-12-04,15070.675102696547
2014-12-05,13621.945720572057
2014-12-06,13772.858377446757
2014-12-07,14587.376363782223
2014-12-08,17391.884259361294
2014-12-09,13957.128430503215
2014-12-10,14080.782923038807
2014-12-11,14243.793298017976
2014-12-12,14227.443915519638
2014-12-13,13610.943929035391
2014-12-14,15150.780572876805
2014-12-15,14980.773393747551
2014-12-16,14859.250702525133
2014-12-17,15423.897281703303
2014-12-18,14427.511474996587
2014-12-19,15575.359886798386
2014-12-20,13967.84591661776
2014-12-21,14356.186973645885
2014-12-22,14508.192434023065
2014-12-23,14232.675788436598
2014-12-24,13480.40645075109
2014-12-25,13713.415854412675
2014-12-26,25329.67785243707
2014-12-27,22354.112440440545
2014-12-28,16227.864808822558
2014-12-29,17301.56194950088
2014-12-30,16305.366059565662
2014-12-31,14702.586234514474
2015-01-01,13571.99521434349
2015-01-02,14911.273336108063
2015-01-03,14348.587544237294
2015-01-04,25379.39391322613
2015-01-05,16834.60248993043
2015-01-06,14627.573393607452
2015-01-07,14217.146870412385
2015-01-08,15193.844005525892
2015-01-09,14865.980131997067
2015-01-10,14549.335125960677
2015-01-11,14935.886660046343
2015-01-12,33291.25652477038
2015-01-13,15158.993079787702
2015-01-14,14532.331055218823
2015-01-15,14329.304385746325
2015-01-16,13939.064250852443
2015-01-17,14742.949402755832
2015-01-18,16682.136417185586
2015-01-19,14568.266659897447
2015-01-20,14529.692251705837
2015-01-21,13820.583659072392
2015-01-22,14305.641550513352
2015-01-23,14870.345849952722
2015-01-24,13820.817070981486
2015-01-25,15372.785877677396
2015-01-26,14806.766816723824
2015-01-27,14115.913203143078
2015-01-28,13601.189482823353
2015-01-29,13458.936112853355
2015-01-30,13810.797780760848
2015-01-31,14507.031386134026
2015-02-01,14196.703458490518
2015-02-02,14491.146510519033
2015-02-03,14243.878901441287
2015-02-04,13849.355176514635
2015-02-05,13972.607552531565
2015-02-06,13660.89857067849
2015-02-07,13727.504416620965
2015-02-08,14214.923136467543
2015-02-09,14211.77262834342
2015-02-10,13922.90032532168
2015-02-11,14844.796914928695
2015-02-12,14358.249522458736
2015-02-13,15328.780916769312
2015-02-14,15202.2018466585
2015-02-15,16208.831458829325
2015-02-16,14695.950760761527
2015-02-17,15505.084718607994
2015-02-18,14156.580643025378
2015-02-19,14364.263442338608
2015-02-20,15301.739621532914
2015-02-21,14741.77768795473
2015-02-22,14548.929528384075
2015-02-23,14307.986484755947
2015-02-24,13709.189488703923
2015-02-25,14453.934389054406
2015-02-26,13982.981292837518
2015-02-27,14181.615645386995
2015-02-28,15061.464175740806
2015-03-01,15745.438170588766
2015-03-02,14669.775960814584
2015-03-03,14096.113568989287
2015-03-04,14751.696546194522
2015-03-05,14726.385560994906
2015-03-06,17861.25808307322
2015-03-07,14281.821780230588
2015-03-08,15098.6611674112
2015-03-09,14895.807155852031
2015-03-10,14551.020295430211
2015-03-11,15205.932675035974
2015-03-12,14426.76815489984
2015-03-13,14269.672216668749
2015-03-14,13796.472589961011
2015-03-15,14098.051192690795
2015-03-16,14383.3134349636
2015-03-17,14164.218479123352
2015-03-18,15224.025580531488
2015-03-19,15508.591738242847
2015-03-20,15547.405729629487
2015-03-21,14279.565513378431
2015-03-22,14504.57374207935
2015-03-23,16574.415378375576
2015-03-24,14725.181002292122
2015-03-25,16237.047097943132
2015-03-26,14357.933287870252
2015-03-27,14049.694525132927
2015-03-28,14405.788140636803
2015-03-29,14101.66455654249
2015-03-30,14534.235541347374
2015-03-31,14163.04356664437
2015-04-01,14109.486161735502
2015-04-02,14002.21398233247
2015-04-03,14290.186042507605
2015-04-04,15333.273415801274
2015-04-05,15616.849099691653
2015-04-06,14970.938184627126
2015-04-07,14436.449951248229
2015-04-08,14584.766819261225
2015-04-09,16187.633158977877
2015-04-10,24643.39366812614
2015-04-11,16710.421205081013
2015-04-12,16208.92045885585
2015-04-13,14972.817290112385
2015-04-14,14545.33937358148
2015-04-15,14383.72026652789
2015-04-16,14167.343951295357
2015-04-17,14273.744333609071
2015-04-18,13639.630003377375
2015-04-19,14259.905238440098
2015-04-20,14575.9372826478
2015-04-21,13715.631073225364
2015-04-22,14179.835177604176
2015-04-23,14435.377938418398
2015-04-24,14344.720204824594
2015-04-25,100905.80923170669
2015-04-26,14450.230486349315
2015-04-27,13820.464794550648
2015-04-28,14274.263814900214
2015-04-29,14394.171303087156
2015-04-30,14814.2453301227
2015-05-01,13798.37371434311
2015-05-02,14712.300277596685
2015-05-03,14590.30492186946
2015-05-04,14525.261711538462
2015-05-05,14150.702456912994
2015-05-06,14126.781774408635
2015-05-07,14393.961421822272
2015-05-08,15182.064602134775
2015-05-09,14092.062829933697
2015-05-10,17431.635965059446
2015-05-11,15561.611453301488
2015-05-12,14583.03490431513
2015-05-13,14221.849519557589
2015-05-14,13841.66566585289
2015-05-15,14379.864054773678
2015-05-16,14460.487759962949
2015-05-17,15005.633670636287
2015-05-18,15055.397279311814
2015-05-19,14614.405594991895
2015-05-20,14071.17421974403
2015-05-21,14725.328192712253
2015-05-22,14924.53600272453
2015-05-23,14784.253630663314
2015-05-24,14380.79099145081
2015-05-25,14635.433761288012
2015-05-26,16653.301954162976
2015-05-27,14803.630776489745
2015-05-28,14640.379771129934
2015-05-29,14374.817786089705
2015-05-30,13334.846519197816
2015-05-31,39945.54869209589
2015-06-01,16865.8196758252
2015-06-02,14477.097716973332
2015-06-03,14131.777962382444
2015-06-04,14216.658619640715
2015-06-05,14438.448743659314
2015-06-06,15373.865776301027
2015-06-07,15500.664390687218
2015-06-08,16033.396050770525
2015-06-09,14565.52384945494
2015-06-10,15297.937964183151
2015-06-11,14460.34506400053
2015-06-12,14468.317838433968
2015-06-13,15969.442192681614
2015-06-14,15512.52315695485
2015-06-15,15359.143389314393
2015-06-16,16564.612056836788
2015-06-17,17617.446808190984
2015-06-18,21878.60332668956
2015-06-19,21805.628571656736
2015-06-20,15068.980218013567
2015-06-21,14564.305812485774
2015-06-22,23398.58405463153
2015-06-23,14928.741549856642
2015-06-24,14461.79797158091
2015-06-25,14975.823590626906
2015-06-26,15597.29171533599
2015-06-27,15794.132636504282
2015-06-28,15527.749155277623
2015-06-29,15060.82647769367
2015-06-30,19215.637791991994
2015-07-01,14763.71568641057
2015-07-02,17091.882063691937
2015-07-03,17571.97046693237
2015-07-04,17063.263773880783
2015-07-05,18202.43463035696
2015-07-06,20446.164761302924
2015-07-07,22691.071812400718
2015-07-08,25170.873965907795
2015-07-09,21018.652767533466
2015-07-10,19360.636457361932
2015-07-11,20791.584683136414
2015-07-12,21258.793789683015
2015-07-13,20206.091305300728
2015-07-14,23809.470518194717
2015-07-15,22612.981543653197
2015-07-16,23950.465935814384
2015-07-17,20568.007091167263
2015-07-18,33327.21241822564
2015-07-19,16244.731774301621
2015-07-20,31975.977302846924
2015-07-21,19189.989767163734
2015-07-22,20846.201715691877
2015-07-23,24252.740841087394
2015-07-24,21175.80519114249
2015-07-25,20131.476587364737
2015-07-26,22818.90373587997
2015-07-27,27192.78553451478
2015-07-28,23577.252564427545
2015-07-29,27236.478191340782
2015-07-30,27534.468606617735
2015-07-31,25598.564998677994
2015-08-01,22154.837199368056
2015-08-02,20094.806602316603
2015-08-03,22608.71543840326
2015-08-04,26545.951979297908
2015-08-05,25342.849040805035
2015-08-06,27477.642986398492
2015-08-07,22506.716574610444
2015-08-08,22073.55395421231
2015-08-09,20990.441701460226
2015-08-10,24450.87888669217
2015-08-11,22738.494905918546
2015-08-12,21707.673616176697
2015-08-13,21007.473605827738
2015-08-14,21807.902844815962
2015-08-15,21617.07786695315
2015-08-16,21177.579498983217
2015-08-17,20430.714347799632
2015-08-18,21373.1914305748
2015-08-19,20115.301920083893
2015-08-20,21801.185959570328
2015-08-21,20392.043790424636
2015-08-22,21197.081294657644
2015-08-23,21876.954342053763
2015-08-24,20910.745421479165
2015-08-25,20693.573249817582
2015-08-26,20478.666509295737
2015-08-27,19882.681992688147
2015-08-28,20303.574930431532
2015-08-29,19871.084678432213
2015-08-30,19844.340709179472
2015-08-31,21663.61933050448
2015-09-01,19373.951261406335
2015-09-02,35909.80919062279
2015-09-03,21739.07391088109
2015-09-04,24124.486078116435
2015-09-05,22418.03226585519
2015-09-06,20576.69970741253
2015-09-07,23674.471359002764
2015-09-08,20435.298295567838
2015-09-09,21484.592217117282
2015-09-10,22243.125977383133
2015-09-11,21154.94145065055
2015-09-12,21115.6204080151
2015-09-13,17368.485833424627
2015-09-14,18727.463563566565
2015-09-15,17717.837845630955
2015-09-16,15606.397455595477
2015-09-17,10458.962553851257
2015-09-18,15728.42429289677
2015-09-19,18935.0064779584
2015-09-20,19470.382839553673
2015-09-21,21850.487746717397
2015-09-22,20343.90044888291
2015-09-23,19423.04103500761
2015-09-24,19362.843036843828
2015-09-25,21159.6513505922
2015-09-26,21620.736356402762
2015-09-27,20218.532280756604
2015-09-28,18972.27500180414
2015-09-29,19462.371111300687
2015-09-30,19158.793890509696
2015-10-01,21460.37854638308
2015-10-02,18548.293446681837
2015-10-03,18137.46774611724
2015-10-04,18704.908790603782
2015-10-05,18597.6414439099
2015-10-06,17858.018386270847
2015-10-07,18504.053212382627
2015-10-08,19142.985521703195
2015-10-09,20150.97644883291
2015-10-10,19533.93193181371
2015-10-11,18510.843959827835
2015-10-12,18949.660025295736
2015-10-13,18494.274811310963
2015-10-14,19126.30758178681
2015-10-15,18493.826424313494
2015-10-16,19789.91939198526
2015-10-17,19871.04033521937
2015-10-18,19111.942834945618
2015-10-19,19657.687585521882
2015-10-20,21614.27584746052
2015-10-21,18910.50320574704
2015-10-22,19953.655717018766
2015-10-23,20025.91165974294
2015-10-24,19189.491643354646
2015-10-25,18883.645039851544
2015-10-26,22895.275189003438
2015-10-27,18886.8924027579
2015-10-28,18802.619185266114
2015-10-29,21086.326588518707
2015-10-30,19222.95356789346
2015-10-31,18368.526492921494
2015-11-01,17932.395303236975
2015-11-02,19338.0821344737
2015-11-03,18428.142759790087
2015-11-04,21993.493290825572
2015-11-05,18668.438107533
2015-11-06,19366.41714152181
2015-11-07,17029.104952573318
2015-11-08,17683.069143719353
2015-11-09,18514.942322130184
2015-11-10,18030.16835430533
2015-11-11,17596.42688873648
2015-11-12,16323.448491260524
2015-11-13,16548.292668591395
2015-11-14,16265.403491633106
2015-11-15,16050.045386380598
2015-11-16,17556.44690366103
2015-11-17,16785.284023026652
2015-11-18,16563.95788078829
2015-11-19,16659.33151867843
2015-11-20,16524.848909317345
2015-11-21,15788.597629688482
2015-11-22,17973.311116081415
2015-11-23,17654.475900379977
2015-11-24,16493.30086526089
2015-11-25,17454.963960463847
2015-11-26,16973.518628052298
2015-11-27,16632.92409273879
2015-11-28,15978.26927859195
2015-11-29,17075.597504813246
2015-11-30,18774.27972384039
2015-12-01,17549.87619587675
2015-12-02,17694.036611214942
2015-12-03,18031.67474844332
2015-12-04,16513.73462721648
2015-12-05,16690.95767855033
2015-12-06,16897.920350338318
2015-12-07,17128.19591868485
2015-12-08,16795.09399091286
2015-12-09,16932.117976788624
2015-12-10,16929.603548454037
2015-12-11,20582.74001112913
2015-12-12,18105.930499017835
2015-12-13,17508.804158724477
2015-12-14,17508.256051357155
2015-12-15,17856.85278439986
2015-12-16,16961.27737047455
2015-12-17,17405.27484893457
2015-12-18,17664.723129153084
2015-12-19,16475.43943686996
2015-12-20,17300.496670054217
2015-12-21,17914.47670455536
2015-12-22,17569.669019428242
2015-12-23,18008.629605337555
2015-12-24,17284.151468881406
2015-12-25,16398.964015456
2015-12-26,17492.304343705222
2015-12-27,16886.73885481466
2015-12-28,17989.1392256641
2015-12-29,16981.35260917137
2015-12-30,17454.350405504203
2015-12-31,16417.59685122488
2016-01-01,15972.670260774265
2016-01-02,21052.352279284478
2016-01-03,16887.586103163918
2016-01-04,16954.047376953364
2016-01-05,17699.34192936377
2016-01-06,17667.060038352025
2016-01-07,19462.629146209405
2016-01-08,17932.066006273188
2016-01-09,16794.06239998222
2016-01-10,17330.97011474302
2016-01-11,18778.722635410784
2016-01-12,17810.22492482322
2016-01-13,18221.10257745932
2016-01-14,17371.187529342402
2016-01-15,19473.059844697837
2016-01-16,18177.401338212232
2016-01-17,17796.086279197367
2016-01-18,18456.901638577874
2016-01-19,21234.523986128504
2016-01-20,22231.51105605273
2016-01-21,22609.18614726389
2016-01-22,21135.792510400923
2016-01-23,20272.528082983194
2016-01-24,19949.07464316743
2016-01-25,20699.512221471978
2016-01-26,20395.581486446037
2016-01-27,21390.258375893103
2016-01-28,21079.67200088879
2016-01-29,20936.491555032666
2016-01-30,20010.4892604495
2016-01-31,19627.848294470165
2016-02-01,25174.840533637893
2016-02-02,24261.04144844077
2016-02-03,23390.229782872444
2016-02-04,19005.941822277375
2016-02-05,19085.08635049315
2016-02-06,17938.217794750086
2016-02-07,18348.035939488196
2016-02-08,18748.74122933861
2016-02-09,18056.27845528455
2016-02-10,19149.228789056033
2016-02-11,20030.879846469987
2016-02-12,19275.27639771487
2016-02-13,18906.63478543387
2016-02-14,18890.34101070461
2016-02-15,19113.632687237066
2016-02-16,19543.814689265535
2016-02-17,19294.860232798645
2016-02-18,20349.045309631467
2016-02-19,21124.28022498574
2016-02-20,19168.95035414967
2016-02-21,19513.175150157054
2016-02-22,19270.91745338584
2016-02-23,19758.537132070538
2016-02-24,20447.308451186385
2016-02-25,21217.57032225253
2016-02-26,20801.52324502173
2016-02-27,20495.600136131347
2016-02-28,19058.122598913622
2016-02-29,20835.769727121966
2016-03-01,21677.12032378904
2016-03-02,34104.8144600786
2016-03-03,25307.095243895837
2016-03-04,24851.42189073909
2016-03-05,26416.68449989787
2016-03-06,24189.969160190183
2016-03-07,23868.138844779132
2016-03-08,22428.600620076086
2016-03-09,28720.550995861082
2016-03-10,21766.618356771192
2016-03-11,20950.629588654276
2016-03-12,20478.098307869033
2016-03-13,23899.72692803215
2016-03-14,21457.495121275628
2016-03-15,21186.77834369103
2016-03-16,22640.693997886712
2016-03-17,22239.047240050117
2016-03-18,20820.578384832686
2016-03-19,19357.255676759938
2016-03-20,18943.584979482774
2016-03-21,20669.67948202567
2016-03-22,20777.78748879186
2016-03-23,20529.93845552653
2016-03-24,20254.48300314581
2016-03-25,18979.49393241212
2016-03-26,22529.142528403198
2016-03-27,19811.421936031347
2016-03-28,23538.728794369646
2016-03-29,29274.512220820732
2016-03-30,22759.740991304694
2016-03-31,22157.490008523993
2016-04-01,25116.64452015364
2016-04-02,27064.27362495436
2016-04-03,24425.54004674128
2016-04-04,21577.57311814061
2016-04-05,22170.55629209533
2016-04-06,26653.633968717222
2016-04-07,20477.256496523438
2016-04-08,20326.4325671947
2016-04-09,18602.84715512546
2016-04-10,17786.94171828364
2016-04-11,21784.053664580075
2016-04-12,21131.706776683346
2016-04-13,20466.183511852032
2016-04-14,19683.83251289881
2016-04-15,21054.749936374177
2016-04-16,18748.605261422825
2016-04-17,17814.776046105555
2016-04-18,21475.27383561333
2016-04-19,19196.98198762974
2016-04-20,19934.990178983302
2016-04-21,20123.218430884186
2016-04-22,20233.93352324435
2016-04-23,17898.545595412925
2016-04-24,18164.20767109825
2016-04-25,19901.486578661912
2016-04-26,134701.68705133523
2016-04-27,19258.462509658155
2016-04-28,20011.67340708268
2016-04-29,19061.71717248858
2016-04-30,18950.83781616229
2016-05-01,18023.722013268558
2016-05-02,20167.39255535447
2016-05-03,19043.535246955762
2016-05-04,20185.53805666457
2016-05-05,19277.615294481493
2016-05-06,19088.09768813885
2016-05-07,18616.481644247804
2016-05-08,18377.311609575452
2016-05-09,17869.563301228973
2016-05-10,19575.802361214548
2016-05-11,19574.794417521287
2016-05-12,20468.716180185544
2016-05-13,20496.656858184073
2016-05-14,22720.173589549413
2016-05-15,22787.314730905076
2016-05-16,25234.95142801146
2016-05-17,24490.572108655386
2016-05-18,24786.188946031827
2016-05-19,25092.83331584111
2016-05-20,24635.72761179774
2016-05-21,29680.531089882534
2016-05-22,23438.118129841387
2016-05-23,24572.60064016808
2016-05-24,24148.982122936755
2016-05-25,24158.838945130145
2016-05-26,25287.956368047762
2016-05-27,32927.733571455115
2016-05-28,27112.522537735556
2016-05-29,26846.217867093354
2016-05-30,27370.25531300859
2016-05-31,24315.67367095782
2016-06-01,23971.336708137074
2016-06-02,25329.056902020347
2016-06-03,23307.965598353425
2016-06-04,23615.647329214655
2016-06-05,23270.712800708105
2016-06-06,23574.322519679343
2016-06-07,22733.558307649688
2016-06-08,21923.699386342978
2016-06-09,22515.26720202409
2016-06-10,23126.034024180375
2016-06-11,21695.210045083717
2016-06-12,24879.964021811866
2016-06-13,25412.181668085646
2016-06-14,27972.84512354707
2016-06-15,32170.333188015524
2016-06-16,30722.611610109383
2016-06-17,31094.176633090578
2016-06-18,29992.86309531398
2016-06-19,28925.363961190666
2016-06-20,30790.48015914396
2016-06-21,30741.435417707646
2016-06-22,33461.99795027181
2016-06-23,31207.60622047244
2016-06-24,31191.36214203051
2016-06-25,29479.007128393238
2016-06-26,29945.06891721993
2016-06-27,28468.384211326596
2016-06-28,27457.588974022492
2016-06-29,27524.61195741415
2016-06-30,26946.037592688393
2016-07-01,28033.373521022735
2016-07-02,26612.962071653048
2016-07-03,25671.89272668763
2016-07-04,25781.153464235624
2016-07-05,25992.69836108281
2016-07-06,25934.22795552678
2016-07-07,26215.639078070777
2016-07-08,27175.40269861083
2016-07-09,25565.87184272269
2016-07-10,23714.17152907606
2016-07-11,26289.825259412442
2016-07-12,23362.31300163445
2016-07-13,24563.91325293414
2016-07-14,26406.861567789798
2016-07-15,25557.772145630574
2016-07-16,27814.4153310793
2016-07-17,27993.72750024852
2016-07-18,26508.913352929296
2016-07-19,27847.296044043105
2016-07-20,28226.10499540516
2016-07-21,27764.057103204876
2016-07-22,29444.750677494536
2016-07-23,30660.286006864288
2016-07-24,27682.72543368318
2016-07-25,29085.239217404
2016-07-26,29786.4185077817
2016-07-27,31796.758525995
2016-07-28,30498.826950179468
2016-07-29,31228.45047836345
2016-07-30,32945.23662549377
2016-07-31,37741.53817345803
2016-08-01,32516.4783713769
2016-08-02,32413.32389744243
2016-08-03,31302.126506522403
2016-08-04,29994.37003472297
2016-08-05,32664.724347627976
2016-08-06,30504.71139015378
2016-08-07,34812.379759269075
2016-08-08,36738.37961282645
2016-08-09,32107.712044079515
2016-08-10,30862.421402304488
2016-08-11,31401.79050743571
2016-08-12,30373.47981525756
2016-08-13,29243.867012476174
2016-08-14,30786.46810275061
2016-08-15,33682.54212010094
2016-08-16,32657.627219167476
2016-08-17,30979.27504695319
2016-08-18,31923.86831899341
2016-08-19,32832.69165566143
2016-08-20,29397.689670739204
2016-08-21,27399.50193073162
2016-08-22,28801.051971993187
2016-08-23,28306.260855740707
2016-08-24,27484.578952069067
2016-08-25,27611.867637569496
2016-08-26,27539.076294169787
2016-08-27,29029.23857392542
2016-08-28,28032.5228180573
2016-08-29,28577.29277527721
2016-08-30,26837.299485718366
2016-08-31,27723.33526801562
2016-09-01,26735.209811088745
2016-09-02,25387.236146039955
2016-09-03,28292.21123575772
2016-09-04,25446.982798891095
2016-09-05,27691.943873719163
2016-09-06,26130.491668030914
2016-09-07,25422.690577291884
2016-09-08,26255.87300335674
2016-09-09,28733.9917971832
2016-09-10,26463.870608317815
2016-09-11,26294.581586664524
2016-09-12,26803.88822855609
2016-09-13,28370.379688685458
2016-09-14,26904.760189818808
2016-09-15,25567.138272630713
2016-09-16,30310.39000511538
2016-09-17,26743.493302525414
2016-09-18,27673.144835936808
2016-09-19,29578.79465867406
2016-09-20,27980.627116632215
2016-09-21,27157.505580730387
2016-09-22,27127.883395970195
2016-09-23,26909.128058533875
2016-09-24,28255.094291876347
2016-09-25,25348.08302409503
2016-09-26,26227.788225454893
2016-09-27,26210.3760542576
2016-09-28,27551.356730994277
2016-09-29,28236.95293948008
2016-09-30,27277.38461722383
2016-10-01,27455.319216566168
2016-10-02,27725.653306207605
2016-10-03,29071.46413322772
2016-10-04,26840.28294957342
2016-10-05,27277.152426249293
2016-10-06,28317.109043812798
2016-10-07,27054.182638440398
2016-10-08,26931.63645720304
2016-10-09,27677.2002203773
2016-10-10,30419.97116540207
2016-10-11,30639.505044296475
2016-10-12,29263.3854266621
2016-10-13,29220.802423128996
2016-10-14,28371.587917772104
2016-10-15,29746.368319014673
2016-10-16,29083.096287574037
2016-10-17,30535.982637249614
2016-10-18,30709.314562203555
2016-10-19,31334.416454443624
2016-10-20,33034.48235446409
2016-10-21,28671.440085922633
2016-10-22,30745.91909851044
2016-10-23,35232.76883567007
2016-10-24,35750.15436602344
2016-10-25,41805.40510062018
2016-10-26,55377.5036584929
2016-10-27,34021.46386202924
2016-10-28,32759.576647427413
2016-10-29,31853.2220480737
2016-10-30,30106.623722245193
2016-10-31,31561.02570126314
2016-11-01,31981.77241840665
2016-11-02,29627.077673628446
2016-11-03,29040.52912153766
2016-11-04,34002.11060985394
2016-11-05,30961.053518880002
2016-11-06,31363.958912421498
2016-11-07,33277.87104830448
2016-11-08,30147.726531784097
2016-11-09,31000.938951109794
2016-11-10,30324.521582760324
2016-11-11,28569.755340332027
2016-11-12,28789.598870179914
2016-11-13,28531.89930664627
2016-11-14,29362.06614271033
2016-11-15,29055.857867965984
2016-11-16,27421.79023013296
2016-11-17,32089.90692712463
2016-11-18,30278.000119597717
2016-11-19,28886.737051569507
2016-11-20,29949.189846915528
2016-11-21,33212.86573499001
2016-11-22,35542.231092128066
2016-11-23,39343.092444136295
2016-11-24,41353.44415866658
2016-11-25,43778.493618950684
2016-11-26,36651.084032160456
2016-11-27,34186.0064535425
2016-11-28,36705.14908719392
2016-11-29,34888.406528568965
2016-11-30,34022.3413416526
2016-12-01,42850.7824909672
2016-12-02,38224.604986718565
2016-12-03,35117.87562676222
2016-12-04,37711.44582129046
2016-12-05,38174.3642864594
2016-12-06,37364.469630537715
2016-12-07,34623.29474439589
2016-12-08,34041.46182497321
2016-12-09,35825.701828394995
2016-12-10,34703.46520753993
2016-12-11,33354.894334436554
2016-12-12,34663.03407255213
2016-12-13,33471.59837467482
2016-12-14,33115.918645748934
2016-12-15,35527.953255390275
2016-12-16,34929.37658441944
2016-12-17,34166.314630663925
2016-12-18,34276.23585069702
2016-12-19,36848.74212505627
2016-12-20,34379.28181655665
2016-12-21,35288.03871013305
2016-12-22,33745.04291834581
2016-12-23,32947.11585687728
2016-12-24,34707.75690557263
2016-12-25,31382.373295028476
2016-12-26,35919.70803220722
2016-12-27,33563.82287065076
2016-12-28,34169.83953843232
2016-12-29,35203.21093547381
2016-12-30,34976.43941454162
2016-12-31,32895.40312378882
2017-01-01,36054.72450720768
2017-01-02,38798.33600503177
2017-01-03,38953.503487323644
2017-01-04,58829.19292117258
2017-01-05,39858.42077497132
2017-01-06,36884.7799367792
2017-01-07,37700.637204850034
2017-01-08,35079.199311036864
2017-01-09,37802.20808158639
2017-01-10,37031.58837005385
2017-01-11,36897.51620151918
2017-01-12,35748.89563405337
2017-01-13,35562.408129145326
2017-01-14,35851.33135481634
2017-01-15,34840.96144051458
2017-01-16,38724.66852862053
2017-01-17,37374.162707509815
2017-01-18,36329.94393806799
2017-01-19,37389.84155286838
2017-01-20,35139.985638973514
2017-01-21,35888.949328810675
2017-01-22,36775.01646361541
2017-01-23,46283.58472806012
2017-01-24,51465.509549675204
2017-01-25,44304.60142028767
2017-01-26,39379.87269684945
2017-01-27,43307.96043397688
2017-01-28,49731.15091621177
2017-01-29,49596.195085814084
2017-01-30,54628.825013742484
2017-01-31,47341.44848106655
2017-02-01,44191.17195344591
2017-02-02,54823.97204874422
2017-02-03,50197.70710495328
2017-02-04,48685.80017065925
2017-02-05,46620.41405883581
2017-02-06,67353.0506201446
2017-02-07,52497.23655262737
2017-02-08,50968.79015036521
2017-02-09,50263.65690359666
2017-02-10,46316.84899383344
2017-02-11,44570.327219570136
2017-02-12,43118.0426256814
2017-02-13,47442.65224253356
2017-02-14,44747.21530131647
2017-02-15,45473.28906053883
2017-02-16,59984.25193589051
2017-02-17,51864.14604383817
2017-02-18,53200.329213015866
2017-02-19,51423.51222583734
2017-02-20,56561.081456382104
2017-02-21,59413.47668135727
2017-02-22,64507.291164943264
2017-02-23,64942.093208923856
2017-02-24,65941.42447026657
2017-02-25,58588.629818602785
2017-02-26,60773.29487600065
2017-02-27,68664.21656270316
2017-02-28,69871.44754067127
2017-03-01,72682.09018212439
2017-03-02,76565.02778452348
2017-03-03,76987.35936971926
2017-03-04,82886.40234404395
2017-03-05,77187.7743170703
2017-03-06,83057.06931821736
2017-03-07,82272.1157388488
2017-03-08,78668.61959287531
2017-03-09,77946.91782157349
2017-03-10,83608.76043334781
2017-03-11,77549.85812007225
2017-03-12,86214.46317217675
2017-03-13,80837.75218160312
2017-03-14,82646.857417162
2017-03-15,80789.17623121798
2017-03-16,80894.21322859397
2017-03-17,83707.17516324659
2017-03-18,82365.46325655523
2017-03-19,78573.95066385482
2017-03-20,87050.23485649723
2017-03-21,86315.67356928364
2017-03-22,83970.65889643802
2017-03-23,81980.49693786453
2017-03-24,79977.10073535253
2017-03-25,74907.97471344788
2017-03-26,69689.64435932678
2017-03-27,83879.18057092182
2017-03-28,79326.86066373924
2017-03-29,74995.61415273428
2017-03-30,70433.8431098245
2017-03-31,83760.40636769813
2017-04-01,74507.32299479035
2017-04-02,74010.72293952163
2017-04-03,76712.16174372964
2017-04-04,78238.71457531785
2017-04-05,74646.93795075106
2017-04-06,76332.6972716162
2017-04-07,76201.34934661869
2017-04-08,75614.10684749228
2017-04-09,70528.60441234482
2017-04-10,72157.06340897785
2017-04-11,73514.71984747949
2017-04-12,76289.30307487064
2017-04-13,94747.50848132098
2017-04-14,81143.34040412394
2017-04-15,74455.05836242404
2017-04-16,74992.69546662638
2017-04-17,73711.31280181414
2017-04-18,72653.71563325866
2017-04-19,67567.44815287774
2017-04-20,85241.8032771588
2017-04-21,73977.93594749874
2017-04-22,67112.9379223853
2017-04-23,69243.3021641453
2017-04-24,84412.15057641093
2017-04-25,83478.25337521167
2017-04-26,75894.07681084459
2017-04-27,86089.6576217588
2017-04-28,81790.99729748322
2017-04-29,75113.45141055727
2017-04-30,70804.77011535087
2017-05-01,77259.05083687828
2017-05-02,81846.21304114227
2017-05-03,83802.9866541984
2017-05-04,86569.96048058139
2017-05-05,97798.85121990471
2017-05-06,81695.79051958284
2017-05-07,87666.48955574332
2017-05-08,86675.71071718124
2017-05-09,91012.51014032126
2017-05-10,97390.40593658776
